DeviceTag:,Xsens DOT 1,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.0.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2020-06-15 14:15:13.640 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1, 1223171382, 0.05863734, 0.67506653, -0.038323615, 0.73442364, -0.08718541, 0.062584355, 0.04797554, 0
2, 1223188049, 0.05816692, 0.6759179, -0.038820222, 0.73365164, -0.07855926, 0.05065508, 0.041212082, 0
3, 1223204716, 0.057758145, 0.6766858, -0.03924629, 0.732953, -0.06503995, 0.033578854, 0.054958344, 0
4, 1223221383, 0.057477884, 0.6772601, -0.0395289, 0.7324292, -0.03755092, 0.019734545, 0.033041, 0
5, 1223238050, 0.05730553, 0.6776373, -0.039711643, 0.732084, -0.026675086, 0.008313229, 0.038981438, 0
6, 1223254717, 0.0571978, 0.677886, -0.039821777, 0.7318561, -0.020848121, 4.5697225E-4, 0.052092552, 0
7, 1223271384, 0.05713719, 0.6780677, -0.039880175, 0.7316893, -0.02056679, 0.009722646, 0.06475067, 0
8, 1223288051, 0.057086457, 0.67819464, -0.039922405, 0.7315733, -0.010977996, 0.00847332, 0.048721313, 0
9, 1223304718, 0.057059523, 0.6782879, -0.03995318, 0.7314873, -0.020508848, 0.030143153, 0.032274246, 0
10, 1223321385, 0.05703155, 0.6783595, -0.039984275, 0.7314213, -0.015248766, 0.005946534, 0.043409348, 0
11, 1223338052, 0.05700639, 0.67841244, -0.040023685, 0.73137206, -0.024400046, 0.014165329, 0.045692444, 0
12, 1223354719, 0.05697629, 0.67845356, -0.040049408, 0.73133475, -0.011282329, 0.016170995, 0.04361534, 0
13, 1223371386, 0.05693848, 0.67849493, -0.04008209, 0.73129755, -0.0020502703, -0.003651168, 0.0425663, 0
14, 1223388053, 0.056889605, 0.6785349, -0.040076096, 0.7312646, 0.010034602, -9.4191154E-4, 0.04749775, 0
15, 1223404720, 0.056750067, 0.67856663, -0.03999602, 0.7312505, 0.005765953, -0.0023942988, 0.046873093, 0
16, 1223421387, 0.056532312, 0.6786034, -0.039811578, 0.7312432, -0.0016959726, 0.013848471, 0.04886532, 0
17, 1223438054, 0.05643464, 0.67862564, -0.039733093, 0.7312343, -0.014956816, 0.015911551, 0.056236267, 0
18, 1223454721, 0.05632857, 0.6786524, -0.039634738, 0.7312231, -0.012867808, 0.0066578924, 0.0467453, 0
19, 1223471388, 0.0564403, 0.6786634, -0.03972574, 0.73119926, -0.009695208, -0.0056030788, 0.06657791, 0
20, 1223488055, 0.056373134, 0.6786703, -0.039667256, 0.7312013, -8.070983E-4, 0.0018828172, 0.055847168, 0
21, 1223504722, 0.056328427, 0.67868185, -0.039623473, 0.7311963, 6.8210217E-4, 0.0019445628, 0.048197746, 0
22, 1223521389, 0.056190617, 0.6787026, -0.03951066, 0.73119384, 0.009360007, -0.0031571484, 0.05046749, 0
23, 1223538056, 0.056172386, 0.6787095, -0.039494805, 0.7311896, -0.008378504, 0.0018422776, 0.046304703, 0
24, 1223554723, 0.056179475, 0.6787229, -0.03949774, 0.73117656, -0.01274713, -0.004683742, 0.035542488, 0
25, 1223571390, 0.055964585, 0.6787398, -0.039295387, 0.73118824, -0.010606133, 0.0085143065, 0.028326035, 0
26, 1223588057, 0.055724517, 0.6787554, -0.03906892, 0.7312042, -0.00780594, 0.00847522, 0.041526794, 0
27, 1223604724, 0.055272747, 0.6787782, -0.038660336, 0.73123914, -0.0057629007, 0.0012448834, 0.04959774, 0
28, 1223621391, 0.055494603, 0.67876846, -0.038873058, 0.73122, 1.0687412E-4, -0.0036381483, 0.05383873, 0
29, 1223638058, 0.05547867, 0.6787706, -0.03885472, 0.7312201, 0.0036127341, -0.0075908354, 0.033266068, 0
30, 1223654725, 0.05577457, 0.678764, -0.03913121, 0.7311891, -2.4069901E-4, 0.0019471331, 0.03455925, 0
31, 1223671392, 0.055738565, 0.67877734, -0.039114278, 0.7311802, -0.0035939608, -0.009732145, 0.041460037, 0
