DeviceTag:,Xsens DOT 5,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2020-06-16 16:50:55.975 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1, 945256762, 0.013703829, -0.8531054, -0.5214933, -0.008249962, -0.005936176, 0.00419596, -0.08671188, 0
2, 945273429, 0.013775847, -0.8531075, -0.5214883, -0.008231137, -0.010718047, 0.0069363336, -0.08532429, 0
3, 945290096, 0.01389421, -0.8531036, -0.52149266, -0.008170874, -0.0026904393, 0.004329432, -0.07444763, 0
4, 945306763, 0.013978656, -0.85310286, -0.5214918, -0.008151532, -0.013485521, 0.0059430697, -0.09004593, 0
5, 945323430, 0.014053401, -0.85310423, -0.5214883, -0.0081138285, 4.5759388E-4, 0.011742742, -0.07738018, 0
6, 945340097, 0.014130248, -0.85309607, -0.52149945, -0.00810771, -9.0035907E-4, 0.010117062, -0.0931797, 0
7, 945356764, 0.0141729405, -0.8530994, -0.52149284, -0.008114675, 0.01652555, 0.009124113, -0.07857323, 0
8, 945373431, 0.014208671, -0.85309875, -0.5214924, -0.008146077, 0.018751634, 5.073325E-4, -0.09221077, 0
9, 945390098, 0.014227996, -0.8530946, -0.52149814, -0.0081877, 0.014410467, -0.0038358734, -0.08145714, 0
10, 945406765, 0.014230674, -0.8530985, -0.521491, -0.008221381, 0.0045027523, -0.004963224, -0.0791626, 0
11, 945423432, 0.014238992, -0.85309523, -0.52149594, -0.008239463, -0.01448116, -0.001683276, -0.08852196, 0
12, 945440099, 0.014229347, -0.8530932, -0.5214992, -0.008253314, 0.004801722, -0.003736536, -0.09401417, 0
13, 945456766, 0.014224685, -0.85308176, -0.52151793, -0.008255459, -0.003656204, -0.0010833673, -0.06998539, 0
14, 945473433, 0.014225088, -0.8530639, -0.5215472, -0.0082635805, -0.0058349734, -0.0038549558, -0.08499622, 0
15, 945490100, 0.014224953, -0.85317826, -0.52136016, -0.008265094, 0.0028675105, 0.008328267, -0.08413315, 0
16, 945506767, 0.014222563, -0.8531154, -0.521463, -0.008270811, 0.002126202, -0.0044034147, -0.097750664, 0
17, 945523434, 0.014217128, -0.85314286, -0.5214179, -0.008287347, 6.015642E-4, 0.0028745374, -0.080955505, 0
18, 945540101, 0.014214421, -0.85305923, -0.5215547, -0.008284076, -0.012940926, 0.0046103736, -0.09990692, 0
19, 945556768, 0.014217241, -0.8530248, -0.52161086, -0.008291058, 0.008756022, 0.002523608, -0.088814735, 0
20, 945573435, 0.014224969, -0.85327494, -0.52120125, -0.008296483, 0.007816157, -0.008242355, -0.08189392, 0
21, 945590102, 0.014220189, -0.8533154, -0.52113485, -0.008305971, 0.012265361, -0.024156665, -0.083117485, 0
22, 945606769, 0.014217952, -0.8532971, -0.5211649, -0.0083144065, -0.0031848012, -0.023036607, -0.09127331, 0
23, 945623436, 0.014219186, -0.85317135, -0.52137095, -0.008308805, -0.0047553917, -0.0035021268, -0.095648766, 0
24, 945640103, 0.014198891, -0.85322195, -0.5212883, -0.00831236, -0.006371733, 0.0014862773, -0.093131065, 0
25, 945656770, 0.014196344, -0.8532571, -0.5212308, -0.008317399, -0.0062838574, 0.006746501, -0.08997345, 0
26, 945673437, 0.0141986525, -0.85324633, -0.52124864, -0.008316052, 0.016793828, 0.0075227614, -0.07531452, 0
27, 945690104, 0.014186253, -0.8531717, -0.52137107, -0.008316407, -0.004363329, -0.0058463234, -0.07767296, 0
28, 945706771, 0.014190567, -0.8531179, -0.5214589, -0.008318104, 0.006416498, -1.8825379E-4, -0.06923199, 0
29, 945723438, 0.014184073, -0.8531062, -0.5214781, -0.008324722, 0.012170483, -0.0059514446, -0.08654499, 0
30, 945740105, 0.014184329, -0.8533797, -0.5210305, -0.008322129, 0.0091578355, -0.013156342, -0.07498646, 0
31, 945756772, 0.0141816335, -0.85344476, -0.52092385, -0.0083249435, -0.007752659, 0.0031806172, -0.075237274, 0
32, 945773439, 0.014175103, -0.8533708, -0.52104527, -0.008324518, -0.0034471774, -0.0062530753, -0.0873785, 0
33, 945790106, 0.014190203, -0.85337925, -0.52103114, -0.0083167115, 0.00285908, -0.0076595517, -0.08858967, 0
34, 945806773, 0.014177926, -0.8533515, -0.521077, -0.008311935, 0.005182581, 0.008841949, -0.07908821, 0
35, 945823440, 0.014167413, -0.85330474, -0.52115375, -0.008305733, 0.009835849, 0.0057822173, -0.09726715, 0
36, 945840107, 0.014165026, -0.85335046, -0.52107924, -0.008307697, -0.0024852476, 2.4921694E-4, -0.091077805, 0
37, 945856774, 0.014160764, -0.85340625, -0.52098763, -0.008311325, 0.006494169, -0.009046268, -0.095191, 0
38, 945873441, 0.01415726, -0.85339296, -0.52100974, -0.008307777, -0.0024013394, -0.0071003223, -0.09210968, 0
39, 945890108, 0.014149813, -0.8533668, -0.5210528, -0.0083121, -7.6122925E-4, -0.0054605543, -0.09287834, 0
40, 945906775, 0.01414144, -0.853455, -0.5209085, -0.008312752, 0.01991418, 0.0032074319, -0.082250595, 0
41, 945923442, 0.0141347945, -0.8535191, -0.5208037, -0.008312237, -0.001053633, -0.0014384525, -0.09763336, 0
42, 945940109, 0.014119312, -0.8533175, -0.5211345, -0.008299671, -9.930052E-4, 0.00822402, -0.09858322, 0
43, 945956776, 0.014117742, -0.85343593, -0.52094024, -0.0083069075, -0.013653163, 0.006831408, -0.09166241, 0
44, 945973443, 0.01412946, -0.8530603, -0.52155524, -0.008293306, -0.003310108, -0.0027831553, -0.094062805, 0
45, 945990110, 0.01413043, -0.85284835, -0.5219017, -0.008292254, 1.6818651E-4, -0.007184265, -0.08322716, 0
46, 946006777, 0.01412586, -0.8528242, -0.5219411, -0.008293843, 0.0016572368, -0.016541362, -0.094804764, 0
47, 946023444, 0.014117833, -0.8528875, -0.5218379, -0.00829034, 0.012134463, -0.004235228, -0.088671684, 0
48, 946040111, 0.014115862, -0.85286117, -0.52188116, -0.008293393, 0.020367276, 0.013548881, -0.089764595, 0
49, 946056778, 0.014119883, -0.85286003, -0.521883, -0.00829233, 0.0070735775, 5.738136E-4, -0.08219528, 0
50, 946073445, 0.014110686, -0.85299385, -0.521664, -0.008311317, 0.0014554744, 0.0073209573, -0.08182526, 0
51, 946090112, 0.014100758, -0.8530176, -0.52162534, -0.008322159, 0.0028359813, -0.003272481, -0.078829765, 0
52, 946106779, 0.014104851, -0.85268676, -0.52216613, -0.008308859, -0.0011807282, 0.0026082983, -0.08761501, 0
53, 946123446, 0.014104583, -0.8527477, -0.5220664, -0.008319208, 0.004326743, -0.014592498, -0.07144451, 0
54, 946140113, 0.014108691, -0.85266584, -0.52219987, -0.008319071, -0.008584336, 0.020514425, -0.08528423, 0
55, 946156780, 0.014101553, -0.8526378, -0.5222457, -0.008323586, -0.005625814, 0.0015807814, -0.075805664, 0
56, 946173447, 0.014092904, -0.85267437, -0.52218634, -0.008323467, -0.008589847, -0.005739135, -0.0966444, 0
57, 946190114, 0.014084439, -0.8526016, -0.52230537, -0.0083217155, 0.0115519175, -0.011530307, -0.07448387, 0
58, 946206781, 0.014078705, -0.85269374, -0.5221549, -0.008328461, -0.012643115, 0.008602371, -0.0696373, 0
59, 946223448, 0.014080388, -0.85268116, -0.5221756, -0.008329863, -0.009394452, 0.008533194, -0.07135105, 0
60, 946240115, 0.014081464, -0.8526694, -0.52219456, -0.008335284, -0.010176755, -0.007099938, -0.07970619, 0
61, 946256782, 0.014093184, -0.85271806, -0.5221148, -0.008345821, -0.0034782598, 0.0032989813, -0.0843811, 0
62, 946273449, 0.014078197, -0.85273534, -0.52208686, -0.008349413, -0.0052157165, -5.273369E-4, -0.08067036, 0
63, 946290116, 0.01408254, -0.8528695, -0.52186716, -0.008359999, -3.09775E-4, 0.00634262, -0.087327, 0
64, 946306783, 0.014083378, -0.8528826, -0.5218461, -0.008354422, 0.0017732889, 0.0017762434, -0.09858608, 0
65, 946323450, 0.014082592, -0.85285175, -0.5218963, -0.008368493, 0.001324419, 0.0025787947, -0.103321075, 0
66, 946340117, 0.01406659, -0.852975, -0.52169496, -0.008374002, -0.008150212, -0.01087408, -0.07528782, 0
67, 946356784, 0.014073968, -0.8530715, -0.5215369, -0.0083757015, -0.011103278, 0.0081675965, -0.07910538, 0
68, 946373451, 0.014073667, -0.85298485, -0.5216787, -0.0083741015, -0.0022103265, -0.0044249557, -0.10300064, 0
69, 946390118, 0.014066259, -0.8529642, -0.5217127, -0.00836711, -0.006847019, 0.0073301774, -0.09811878, 0
70, 946406785, 0.014058651, -0.8529029, -0.5218131, -0.008368385, -0.011852557, -0.0076176566, -0.092980385, 0
71, 946423452, 0.014058504, -0.85294163, -0.5217498, -0.008370901, -0.0066293734, -0.0032659713, -0.080477715, 0
72, 946440119, 0.014071372, -0.8526953, -0.5221521, -0.008355614, -0.0058527566, 0.009680779, -0.08880043, 0
73, 946456786, 0.014058569, -0.85278803, -0.5220013, -0.008349863, -0.0074975956, 0.006616095, -0.090008736, 0
74, 946473453, 0.014064804, -0.8526755, -0.52218497, -0.00834462, -0.018754197, -0.0076568555, -0.074754715, 0
75, 946490120, 0.014065249, -0.8524982, -0.5224746, -0.008342885, -0.005914851, -0.02339506, -0.079930305, 0
76, 946506787, 0.014067784, -0.8523804, -0.5226665, -0.00833963, -0.0061776396, -0.008734649, -0.087127686, 0
