DeviceTag:,Xsens DOT 3,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.3.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.1.1,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2020-06-15 14:15:13.641 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2020,,,,,,,,,,,,,,,,,,,
PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
1, 1807262247, 0.93228513, 0.05458812, -0.3016774, 0.19197755, -0.009459739, 0.0038493401, 0.1295557, 0
2, 1807278914, 0.9323727, 0.054447833, -0.30147302, 0.19191355, -0.03876698, -0.0077959085, 0.117957115, 0
3, 1807295581, 0.9325249, 0.05433076, -0.30107123, 0.19183785, -0.06161716, -0.022027817, 0.12166691, 0
4, 1807312248, 0.93270415, 0.054203216, -0.30057746, 0.19177637, -0.042694774, -0.002896728, 0.09812927, 0
5, 1807328915, 0.93285114, 0.054138735, -0.30017886, 0.19170417, -0.0013325842, 0.001210155, 0.1129694, 0
6, 1807345582, 0.93295074, 0.054071132, -0.2999302, 0.19162786, 0.015841033, 0.014150829, 0.11761379, 0
7, 1807362249, 0.93303627, 0.053972032, -0.2997474, 0.1915254, 0.033870928, 0.01071387, 0.13037872, 0
8, 1807378916, 0.93309367, 0.053876583, -0.29963794, 0.19144374, 0.004303518, -8.4124686E-4, 0.113370895, 0
9, 1807395583, 0.9331495, 0.05379149, -0.29952922, 0.19136573, -0.028366476, -0.0059418124, 0.1121521, 0
10, 1807412250, 0.9331969, 0.05373099, -0.2994316, 0.19130485, -0.034368023, -0.011801484, 0.12472153, 0
11, 1807428917, 0.93323267, 0.053685248, -0.2993498, 0.19127046, -0.026525177, -0.01229338, 0.11579323, 0
12, 1807445584, 0.93326145, 0.053655326, -0.29930913, 0.19120176, -0.018699095, 3.9114768E-4, 0.13507366, 0
13, 1807462251, 0.93329877, 0.053595535, -0.29925746, 0.19111738, -0.005250096, 0.016754977, 0.12551403, 0
14, 1807478918, 0.9333637, 0.053508773, -0.29919636, 0.19092013, 0.039874487, 0.01570363, 0.12162876, 0
15, 1807495585, 0.93349475, 0.053313266, -0.2991124, 0.19046581, 0.050006554, 0.011666035, 0.11205292, 0
16, 1807512252, 0.9334613, 0.05338111, -0.29894805, 0.19086799, 0.034408927, 0.025133697, 0.10319233, 0
17, 1807528919, 0.93354136, 0.053274356, -0.2987851, 0.19076127, 0.030496554, 0.022532564, 0.122299194, 0
18, 1807545586, 0.93332285, 0.053623516, -0.29853415, 0.19212113, -0.02581597, 0.0049950676, 0.100234985, 0
19, 1807562253, 0.9329208, 0.054250382, -0.29823038, 0.19435625, -0.03929246, 0.0026159957, 0.119259834, 0
20, 1807578920, 0.9329916, 0.054134462, -0.29808897, 0.19426559, -0.035083264, -0.008813842, 0.11421776, 0
21, 1807595587, 0.9329821, 0.0541594, -0.2979633, 0.19449733, -0.03481706, -0.015104055, 0.11021328, 0
22, 1807612254, 0.93315923, 0.05388809, -0.29790258, 0.19381428, 0.0010891786, -0.0031947265, 0.101649284, 0
23, 1807628921, 0.9333196, 0.053640347, -0.2978269, 0.193226, 0.018608572, 0.01361613, 0.14709473, 0
24, 1807645588, 0.93333495, 0.05361072, -0.2977154, 0.19333224, 0.006492828, 0.0017747488, 0.10110474, 0
25, 1807662255, 0.9334218, 0.053467635, -0.29760897, 0.19311653, 0.006908115, 0.0069313045, 0.14310646, 0
26, 1807678922, 0.93365866, 0.05308965, -0.29760072, 0.19208577, -0.03826989, -0.009385421, 0.13829517, 0
27, 1807695589, 0.93346906, 0.05338524, -0.29748344, 0.19310392, -0.015940497, -0.016030628, 0.118385315, 0
28, 1807712256, 0.93390065, 0.05268732, -0.29756257, 0.19107623, -0.018377459, 0.0124005545, 0.13267422, 0
29, 1807728923, 0.9339048, 0.052675318, -0.29754284, 0.19109021, -0.006969581, 0.004852522, 0.1350584, 0
30, 1807745590, 0.9339445, 0.05260634, -0.29753566, 0.19092627, 0.004366102, 0.013649321, 0.098350525, 0
31, 1807762257, 0.93399656, 0.052504934, -0.29752263, 0.19071975, 0.0140996445, 0.018187696, 0.1355381, 0
32, 1807778924, 0.9341429, 0.052264865, -0.2975087, 0.1900902, 0.005821171, 0.017678255, 0.093808174, 0
33, 1807795591, 0.9341756, 0.05219745, -0.2974545, 0.19003221, -0.018830743, -0.014822764, 0.11663246, 0
34, 1807812258, 0.93407506, 0.05234058, -0.2974059, 0.19056217, -0.017212957, -0.004508536, 0.10554218, 0
35, 1807828925, 0.9340546, 0.052362144, -0.29738894, 0.19068278, -0.029384578, -0.021634378, 0.10418701, 0
36, 1807845592, 0.93433267, 0.05191322, -0.29746047, 0.18932684, -0.010564117, 0.009385142, 0.12417412, 0
37, 1807862259, 0.93435067, 0.05188905, -0.29744256, 0.18927297, 0.0012333444, 0.00739962, 0.120923996, 0
38, 1807878926, 0.93422174, 0.05209099, -0.29741034, 0.18990347, -0.006100786, 0.002582804, 0.12288952, 0
39, 1807895593, 0.93419456, 0.052142225, -0.29742035, 0.19000754, 0.008011598, -0.0012526225, 0.1178112, 0
40, 1807912260, 0.93424547, 0.052059602, -0.29743457, 0.18975763, 0.022865599, 0.00892314, 0.11966038, 0
41, 1807928927, 0.9342443, 0.05206533, -0.2973941, 0.18982565, 0.017098965, 0.013919381, 0.11020756, 0
42, 1807945594, 0.93410766, 0.052306484, -0.29730275, 0.19057353, 0.019163331, 0.0060840226, 0.12606716, 0
43, 1807962261, 0.9341204, 0.052333202, -0.29726273, 0.19056597, -0.025667334, -0.004880573, 0.10902691, 0
44, 1807978928, 0.9341226, 0.05238795, -0.2972442, 0.1905686, -0.021491218, -0.004820392, 0.11762142, 0
45, 1807995595, 0.9340763, 0.052516274, -0.29723164, 0.19077979, 0.0069660046, 0.0043758806, 0.13180733, 0
46, 1808012262, 0.93405366, 0.052574456, -0.29723266, 0.19087319, 0.011791202, 0.019680036, 0.113269806, 0
47, 1808028929, 0.9340265, 0.05265299, -0.29720712, 0.19102433, 0.013553825, 0.017152663, 0.13066483, 0
48, 1808045596, 0.9341252, 0.052511945, -0.29721916, 0.19056098, 0.010797911, 0.024935665, 0.117403984, 0
49, 1808062263, 0.93406475, 0.05259991, -0.29717094, 0.190908, 0.013531698, 0.00858625, 0.123143196, 0
50, 1808078930, 0.9339807, 0.05273744, -0.29714745, 0.19131725, -0.029934866, -0.012988618, 0.1264534, 0
51, 1808095597, 0.9339829, 0.052750587, -0.29715648, 0.19128871, -0.030100489, -0.004590956, 0.10593319, 0
52, 1808112264, 0.9341015, 0.052586995, -0.29719874, 0.19068845, 0.006267303, 0.02239773, 0.13203526, 0
53, 1808128931, 0.93409187, 0.052627843, -0.29719725, 0.19072628, -0.0023678963, 0.015873834, 0.11867428, 0
54, 1808145598, 0.93416655, 0.05249002, -0.29720718, 0.19038282, 0.02075452, 0.042378336, 0.14344883, 0
55, 1808162265, 0.9342554, 0.05233302, -0.29717737, 0.19003655, 0.030259185, 0.025717009, 0.11970234, 0
56, 1808178932, 0.9344443, 0.05202412, -0.29717174, 0.18919963, -0.005556532, 0.015079414, 0.13342285, 0
57, 1808195599, 0.9344934, 0.051933527, -0.29714072, 0.18903044, -0.021716295, -0.0066582835, 0.10156536, 0
58, 1808212266, 0.9344523, 0.051987395, -0.2971455, 0.18921115, -0.030053552, -0.021002563, 0.1272583, 0
59, 1808228933, 0.9344991, 0.051915746, -0.29719555, 0.18892068, -0.006809322, 0.025890233, 0.11800003, 0
60, 1808245600, 0.9344646, 0.05198217, -0.2972346, 0.18901175, -0.010544447, -0.015500791, 0.11912823, 0
61, 1808262267, 0.93445206, 0.05199715, -0.29726243, 0.18902576, 0.030189447, 0.024322065, 0.13744259, 0
62, 1808278934, 0.9344214, 0.0520447, -0.29726255, 0.18916392, 0.016723016, -0.001439144, 0.13291454, 0
63, 1808295601, 0.9343646, 0.052142188, -0.29721516, 0.1894917, 0.029085293, 0.007434432, 0.14595509, 0
64, 1808312268, 0.9343596, 0.052150875, -0.29716727, 0.18958929, 0.011301039, 0.009529531, 0.120079994, 0
65, 1808328935, 0.93437225, 0.05214049, -0.29708228, 0.18966353, 0.0040033404, 0.016380481, 0.11008453, 0
66, 1808345602, 0.9344116, 0.052078135, -0.29701436, 0.1895926, 0.0010543106, -0.011034555, 0.11583805, 0
